"MIDX","MTITLE","MCONTENT","MPOINT","MDATE","MUSER"
17071517,"도어락","개답답 진짜 너무 짜증나서 평점 처음 써본다 아무리 개연성 떨어진다 하더라도. 진짜 작위적이고 경찰이고 주인공이고 개답답해서 나원참!!!!",1,20200818,17071517
17071516,"다만 악에서 구하소서","황정민은 쎄고 아역은 귀엽고 이정재는 뜬금포... 뭔가 하나씩 다 아쉽습니다...ㅠㅠ",6,20200818,17071516
17071515,"다만 악에서 구하소서","진짜 보는내내 긴장감이 있으면서 재밌었다. 나믿고 봐라. 대한민국에 이정재. 황정민.박정민 배우가 있어서 감사할정도다. 나라의 국보다.",10,20200818,17071515
17071514,"다만 악에서 구하소서","원래 영화보고 평점 잘 안다는데 이 영화는 진짜 역대급으로 재밌었음. 주변에서 잔인하고 스토리 별로라고 그래서 기대없이 봤는데 별로긴 개뿔 너무 재밌었고 박정민 정말 대박적 연기였다. 황정민 이정재는 이미 믿고 보는 배우들이고 꼭 보세요 여러분",10,20200818,17071514
17071513,"시월애","20년이 지나고 봐도 감동적인 영화다. 젊은 이정재는 정말 너무 멋있는거 아닌가 싶다.",9,20200818,17071513
17071512,"작년에 봤던 새","영화가 분위기 있고 영상이 넘 좋네요. 연출력이 좋은거 같아요",10,20200818,17071512
17071511,"거룩한 계보","정재영 정준호 류승룡 등의 전라도 사투리 연기가 좋다. 스토리는 특별할 것 없는 한국형 조폭 우정 영화. 아 영화에 나오는 휘파람 멜로디와 OST가 영화 분위기와 꽤 잘 어우러져 느낌이 좋다",7,20200818,17071511
17071510,"강철비2: 정상회담","감상 포인트 억지로 ost누름...평점 왜케 높죠? 별 하나도 아까운데...",2,20200818,17071510
17071509,"다만 악에서 구하소서","황정민.이정재 연기는 알지만. 박정민 여자연기가 ㄷㄷ 하던데요... 꼬마 아이 눈매. 케스팅 잘하신듯. 영화도 아주 재미있게 집중하면서 감상 했습니다. 빨리 코로나 없어져라 ..!!",10,20200818,17071509
17071508,"다만 악에서 구하소서","보는 내내 박진감 넘침 ㅠ 넘 몰입하고 긴장하면서 봤나 보고난 지금도 심장이 조임 ㅋㅋㅋ 결말이... ㅠㅠ 조금 아쉽습니..",8,20200818,17071508
17071507,"강철비2: 정상회담","진짜 최악.유치 그자체",2,20200818,17071507
17071506,"내가 사랑했던 모든 남자들에게: P.S. 여전히 널 사랑해","1편은 그냥 그럭저럭 내가 사랑했던 모든 남자들에게 설면하는거 같고 1편부터 시작임ㅎㄷㄷ",10,20200818,17071506
17071505,"강철비2: 정상회담","너무 의미두지 말고 그냥 맘비우고 편하게 보면 킬링타임용으로 괜찮습니다. 다만 미국대통령의 컨셉이 왜 저런지..코믹요소를 위한거겠지만 굳이 저렇게까지 하는 생각이 드네요. 아 그리고 마지막 말..좀 생각해보게 되네요.",8,20200818,17071505
17071503,"다만 악에서 구하소서","황정민 이정재의 케미 박정민의 변신 외에 스토리는 진짜 별로였음...",6,20200818,17071503
17071502,"오케이 마담","너무 재밌어요~ 올해 본 영화중에서는 제일 재밌어요 한 번 더 볼 생각있습니다!",10,20200818,17071502
17071501,"강철비2: 정상회담","다들 연기 멋졌습니다만 신정근 배우님의 연기는 역대급이 아니었을까 생각합니다. 앞으로 더 멋진 연기 기대합니다^^",10,20200818,17071501
17071500,"인베이젼 2020","도대체 뭐냐? 영화를 보면서도 스토리 몰입도 안되고 뭔 얘기를 하는지 이해 안되는 영화. 이거 수입해 온 쉑히 10대손이 대머리 되고 10대손 후에는 모솔로 살아라",1,20200818,17071500
17072405,"강철비2: 정상회담","북한 똥구멍 빠는 새퀴들이 좋아할 만한 영화네... 누가 빨갱이 새퀴들 아니랄까봐..",1,20200819,17072405
17072403,"강철비2: 정상회담","근 몇년만에 실소가 나오던 영화입니다. 대학교 졸업작품 같은 수준의 망작.",2,20200819,17072403
17072402,"타짜: 원 아이드 잭","넷플릭스에서 보고 정말 다행이다싶은건 돈주고 안봤다는 안도감. 반면 정말 화나는건 좋은배우들 데리고 이따위로 연출한 감독과 작가의 비인간적 행태.",1,20200819,17072402
17072400,"에베레스트","아 혹시 여기가 좋게 안쓰면 큰일나는데 맞나요?? 이렇게 별점 달면 돼는게 맞나요??                          약간 지금 평점 10점들이 클레멘타인 이랑 비슷한 느낌인ㅤㄷㅔㅋ -&gt; 이런걸 돈주고 보다니 다른사람도 ㅈ 돼야돼 이런 느낌 ( 아 즈즈증말로 혹시나 저 ㅈ 이 뭔지 물어본다면 잘 돼야된다는 것입니더 크크루삥뽕)",10,20200819,17072400
17072399,"강철비2: 정상회담","재밌게 봤습니다그리고 여기 댓글들 상당히 이상있어보임 ㅡㅡ",8,20200819,17072399
17072398,"부당거래","마동석 ㅂㄱ같은게 왜 껴들어가지고 아 암걸려진짜",4,20200819,17072398
17072397,"태풍태양","갈등 요소가 너무... 초반부터 후반까지 너무 지루함... 스토리가 그닥.... 그 진행이 너무 진부함.. 잠 올뻔...",6,20200819,17072397
17072395,"아메리칸 스나이퍼","아까 티비에서 해줘서 봤는데 재밌었어요!",10,20200819,17072395
17072394,"이웃집 토토로","추억없이 2020년에 처음 보는 입장에서는 재미없다.",6,20200819,17072394
17072392,"제로 다크 서티","캐스린 비글로우와 제시카 차스테인",10,20200819,17072392
17072391,"범블비","훈훈하거나, 단조롭거나",6,20200819,17072391
17072389,"내 사랑","관찰자 입장에서 보면 가엾고 딱해보인 그녀. 그녀는 불운한 삶을 보내는구나 느낀 나 자신이 오히려 불쌍해졌다. 그녀의 그림을 보니, 행복한 추억을 모두 기억하고 있었단 사실만으로 그녀가 부러워졌다  일상의 소소한 일부 마저 지나치지않고 따스한 시선으로 바라봤을때, 우리는 절망속에서도 삶을 살아갈 수 있는 힘이 생긴다는걸 깨달았다..",10,20200819,17072389
17072388,"미스터 주: 사라진 VIP","동물의 목소리를 들을수 있다....이부분은 참신했는데 여기까지라는거. 특히 연출은 ㅠㅠ",4,20200819,17072388
17072387,"무법자","좀 이상한 부분이 있고 현실성 없긴한데 영화는 영화로 봐야지 평점 5점대는 심했다 이정도면 볼만한 영화구만",10,20200819,17072387
17072386,"해피 디 데이","Dog판 러브 액츄얼리",4,20200819,17072386
17072385,"국제시장","이걸 왜 정치적으로 해석하고 신파, 억지감동으로 까내리면서 비하하는지 도통 이해가 안되는데.. 한국인이라면 그러지 좀 맙시다. 저 아버지들이 없었다면 지금의 대한민국, 지금의 당신도 없어요",10,20200819,17072385
17072384,"삼생삼세 십리도화","이런 스토리라면 실제로 존재할 수 있겠다는 생각으로 보게 되더군요. 유역비 연기는 처음보지만 정말 대단하고, 양양 팬이라 보게 되었는데 역시 눈빛 하나하나 살아있는 그 디테일한 표정연기가 정말 정말 최고인 듯 합니다. 양양 팬이라면 꼭 보세요. 절대 후회하지 않고, 무엇보다 CG가 너무 고퀄이라 좋았습니다. 이런작품 양양오빠를 다시보게 되었어요. 감사합니다.",10,20200819,17072384
17072383,"올 더 머니","이 영화의 정말 재밌는 점은 거의 모든 장면이 돈을 상징한다는 것이다. 주연 배우가 케빈스페이시에서 크리스토퍼 플러머로 바뀐 것도 신의 한수.",10,20200819,17072383
17072382,"강철비2: 정상회담","토렌트로 다운받아서 볼까말까했는데안봤음 ㅎㅎ안봐도 망작안봐도 정우성 공산주의영화느덜식 감성 ㅋㅋ 보다가 암걸릴것같아서 안ㅤㅂㅘㅅ는데 안보길잘한듯",1,20200819,17072382
17072381,"먼 훗날 우리","아껴보고 싶은 인생영화",10,20200819,17072381
17072380,"히트맨","배우들의 th파티ㅋㅋㅋㅋ",6,20200819,17072380
17072378,"강철비2: 정상회담","개그코드 하나도 안웃기고 말도 안되는 상황연출에 오글거리는거 참고 본 내가 용자다",1,20200819,17072378
17072377,"친구와 연인사이","오우 재밌네~~나탈리포트만 진짜이쁘네",10,20200819,17072377
17072376,"비열한 거리","병두가 그때 그얘기를 하지않았으면 어떻게 ㅤㄷㅚㅆ었을까??",10,20200819,17072376
17072375,"남자가 사랑할 때","재미도 있고 감동적!!황정민씨 연기에 빠져들었어요~",10,20200819,17072375
17072374,"인랑","방금 넷플에서 보고 왔는데 한 10분정도 보면서 이거 정말 평점 테러 아닌가 생각했지만 점점 스토리가 이상하다는  걸 느꼈다.. 빨간 망토 이야기는 대체 왜 나온 것이며 마지막에는 왜 싸우는지도 모르겠고.. 그냥 강동원 잘생겼다",6,20200819,17072374
17072373,"변호인","대깨문 양념들이 평점조작해서",1,20200819,17072373
17072372,"다만 악에서 구하소서","진짜.. 너무 뜬금없는 연출.. 이정재는 그저 오랫동안 보지않은 형님의 죽음에 대한 복수로 황정민을 쫓는데.. 황정민은 또 딸을 찾네.. 아니 무슨 연관성이..;너무 뜬금없어서 보는 내내 이입이 안됐어요 집중도안되고",1,20200819,17072372
17072370,"지옥의 묵시록","전쟁 상황의 공포와 인간 본성의 광기가 만들어낸 지옥도",7,20200819,17072370
17072369,"클래식","2020년 입니다. 여전히 클래식 따라잡을 영화가 없네여",10,20200819,17072369
17072368,"택시운전사","전두환 대머리 삐까삐까",10,20200819,17072368
17072367,"미드나잇 선","되게 슬프지만 감동적인.. 미드나잇 선의 결말은 참 여운이 남네요",10,20200819,17072367
17072366,"행복","임수정의 연기가 돋보이는 작품입니다. 흔한 멜로 영화라고 생각하고 봤는데 그렇지 않더라구요. 생각보다 많은 여운과 감정을 주는 좋은 영화네요.",8,20200819,17072366
17072365,"강철비2: 정상회담","내용이 엄청 루즈하네... 그리고, 일본하고 붙으면 개박살 난다고??? 국뽕은 아니지만 대한민국 전투력이 일본에게 발릴정도 아닌걸로 아는데? 증말 짜증나는 영화다.",1,20200819,17072365
17072364,"모어 댄 블루","간만에 마음을 울리는 영화를 봤어요",10,20200819,17072364
17072363,"부당거래","이걸보시면 검찰개혁은 커녕 현정권의 정치인공수처들은 얼마나 더러울지... 수단일뿐 경찰개혁이 필요하단걸 느끼실겁니다 ㅋㅋ",10,20200819,17072363
17072361,"다만 악에서 구하소서","솔직히 내용은 ㅈ도 재미없는데 단지 이정재캐릭터 및 연기가 너무 좋아서 영화 안끝나길 바랬다 아물론 영화는 진짜 망했고ㅎㅎ",6,20200819,17072361
17072360,"다만 악에서 구하소서","신세계 이후로 인생영화 하나 추가",10,20200819,17072360
17072359,"강철비2: 정상회담","내가 만들어도 이것보다 재밌겠다이게 재밌다는 사람은 무슨정신이니..",1,20200819,17072359
17072358,"강철비2: 정상회담","이런영화눈 가족과함께",10,20200819,17072358
17072357,"82년생 김지영","30분보다 껐음ㅋㅋㅋㅋ 딱봐도 남자비판냄새  스멀스멀 올라오더라",2,20200819,17072357
17072356,"82년생 김지영","30분보다 껐음ㅋㅋㅋㅋ 딱봐도 남자비판냄새  스멀스멀 올라오더라",2,20200819,17072356
17072355,"프로젝트 파워","쓸데없이 잔인한 짜장범벅",4,20200819,17072355
17072354,"시네마 천국","아쉬운 건 알프레도의 선택으로 인해 토토가 영화계에서는 성공했을지 몰라도 중년의 나이까지 결혼도 하지못하고 많은 여자들과 방황하는 모습을 보면 엘레나와의 사랑했던 순간들이 안타깝기만함",9,20200819,17072354
17072353,"워터 릴리스","아티스틱스위밍 경기가 나오는 외국산영화가 재미있었지만 10년전부터 박현선&amp;박현하 자매가 2010 광저우 아시안게임때 동메달을 획득하고 2012년까지 런던 올림픽에 참가했고 6년전에는 2014 인천 아시안게임때 아티스틱스위밍 듀엣 경기를 관람한적은 있었고 재작년에는 2018 인도네시아 아시안게임때 듀엣과 팀 경기에 참가하고 작년에 2019 광주 세계수영선수권대회때 솔로와 여성듀엣과 팀과 프리 콤비네이션 경기 참가와 갈라쇼를 공연했고 혼성듀엣이 없어서 참가못했지만 지금은 도쿄올림픽에 참가할려고 했는데 코로나19 때문에 취소하고 내년에 꼭 듀엣과 팀 경기를 참가하고 2년뒤면 2022 후쿠오카 세계수영선수권대회때 혼성듀엣경기와 항저우 아시안게임때 꼭 참가했으면 좋겠습니다. 그리고 4년뒤 프랑스에서 펼칠 2024 파리 올림픽때 혼성듀엣이 참가할지도 모릅니다.",10,20200819,17072353
17072352,"히트맨","너무유치해...ㅠ시간아까워ㅠ",1,20200819,17072352
17072351,"부당거래","270만밖에 안봤다니 이런 명작이",10,20200819,17072351
17072350,"천문: 하늘에 묻는다","내가 왜 이걸 안보고 극장에서 ㅂㄷㅅ을 ㅤㅂㅘㅅ을까 ㅠㅠ 하... ㅡㅡ",10,20200819,17072350
17072349,"아메리칸 스나이퍼","전쟁 영화 수작+외상후 스트레스 장애..실화를 사실적으로 잘 묘사..",8,20200819,17072349
17072348,"강철비2: 정상회담","OOO기 영화 돈아깝다",1,20200819,17072348
17071499,"82년생 김지영","주연배우들 연기는 말할것도없고 민낯 투혼으로 현실감 쩔어줌ㅋ 걱정이 너무 많아 결혼을 미루는 미혼 입장으로 봐도 공감가는 부분이 많았음. 그리고 모든 어머니 아버지들 진심으로 존경합니다",10,20200818,17071499
17071498,"다만 악에서 구하소서","아저씨 소재를 태국으로 장소를 옮긴 영화. 스토리의 개연성은 묻지도 말고 따지지도 말고 예상되는 스토리 라인 ㅋㅋ 그냥 멍청하게 아무생각없이 따지지 않고 본다면 그냥저냥 볼만함.",4,20200818,17071498
17071497,"어서오시게스트하우스","감독의 첫 장편영화를  만나보는것도행운이네요~추운 겨울바다를  배경으로멋진 작품이고 잔상이멋지게 그려지는힐링이 되네요~^^",10,20200818,17071497
17071496,"반도","볼만한 영화였어요어색한듯 하면서도 재밌었어요",9,20200818,17071496
17071495,"강철비2: 정상회담","판을 키웠으면 판을 감당할 수 있는 영화적 요소들이 꼭 뒷받침되어야 한다는 것을 느끼게 해준 영화.",4,20200818,17071495
17071494,"다만 악에서 구하소서","솔직히 황정민,이정재 배우는 늘 연기 잘하시지만 이제 좀 식상해요..박정민 배우가 돋보였고 촬영으로 먹고 들어가는 작품인거같아요.추적하는 씬들이 편집이 된건지 갑자기 나타나는 것만 있고 생각보다 텐션이 떨어져서 아쉬웠습니다.",8,20200818,17071494
17071493,"강철비2: 정상회담","드라마, 액션보다는 판타지 영화에 가깝다.",1,20200818,17071493
17071492,"클레멘타인","감사합니다...ㅎㅇㅎ",10,20200818,17071492
17071491,"강철비2: 정상회담","졸라 재미없다 말이 되게 좀 시나리오를 써라",1,20200818,17071491
17071489,"오케이 마담","배우들의 연기가 돋보였어요 북한요원들이 북한 사람 같았어요",10,20200818,17071489
17071488,"강철비2: 정상회담","의미는 있으나 졸작이기는 하다",5,20200818,17071488
17071487,"어서오시게스트하우스","배경은 겨울인데 따뜻한 영화 ㅠㅠ 개인적으로 맘에 들었던건 여지껏 본 적 없는 과격한(?) 여성 캐릭터 ㅋㅋㅋ 덕분에 스트레스 풀리더라구요ㅋㅋ",10,20200818,17071487
17071486,"그린 북","토니는 알지 못했다. 살아오면서 자연스럽게 차별했던 나날들을 토니는 알지 못했다. 하지만 마주하니 알았다. 그리고 바뀌었다. 변할 수 있다. 눈 오는 날 마주한 경찰관과 셜리, 그리고 토니가 되었으면 좋겠다.",10,20200818,17071486
17071485,"더 포리너","나름 그냥 볼만했는듯",6,20200818,17071485
17071484,"백두산","이게 영화냐 유치하고 연기 졸라 어색하고 보다가 성질나서 그냥 나왔다 돈이 아깝다 집에서 미국 미드 영화보는게 휠 났다",2,20200818,17071484
17071483,"#살아있다","영화를 보면서 좀비알리미를 좀 늦게 나오게 했어야지 그래야 좀비영화 보는 재미가 있지 그래도 노력을 생각을 생각해서 7점준다.",7,20200818,17071483
17071482,"다만 악에서 구하소서","생각보다 너무 잔인했고 스토리가 없어서 아쉬움 박정민이 다 했다 박정민 부분만 다시 한번 보고 싶을 정도",4,20200818,17071482
17071481,"강철비2: 정상회담","좌빠리들아 이게 어떻게 8점이나 되냐?니들 대깨문 양념단들 노무하는거 아니노?별점 2개도 아깝다 ㅅㅂ~",2,20200818,17071481
17071479,"샤크 베이트","옛날 cg의 한계가 느껴짐ㅋㅋㅋ기술이라고 하기엔 너무 심각ㅋcg를 발로 하셨나봄ㅋ상어 나타날때 긴장보다는 재미짐. 사람 잡아먹을때도 cg때문에 몰입이 안됨ㅋㅋ시작5분부터 끌까고민했지만 마지막까지 어떻게 연출할까 궁금해서 봤음ㅋ포스터에 온힘을 쓰셨나봄ㅋ이건 급으로 나눌수없는영ㅤㅎㅘㅋㅋㅋ평가자체가 무의미클 엄청많이쓰고싶은데.안된데",1,20200818,17071479
17071478,"다만 악에서 구하소서","심장이 쫄깃쫄깃액션 최고!!",10,20200818,17071478
17071476,"천문: 하늘에 묻는다","신파 질색하는데 한석규 최민식이라 신파도 훌륭하다. 각본도 괜찮음",10,20200818,17071476
17071475,"크리미널 스쿼드","퀄리티 높은 총격전만으로도 높은 점수를 줄만한 가치가 있다고 생각함. 스토리도 딱히 문제가 있는것같진 않은데 이 이상으로 범죄영화에 뭐가 더 필요한가? 액션신과 사건이 넘어가는 과정에 중점을 두고 보면 괜찮은 작품.",10,20200818,17071475
17071474,"다만 악에서 구하소서","요즘 재밌는한국영화가 없었는데볼만한 영화입니다.배우들 연기 넘 잘해서 지루하지 않았어요그런데 잔인한 장면이 많아서 19금 걸어도 될듯..",9,20200818,17071474
17071473,"파수꾼","봐도봐도 새로운 영화 언제든 꺼내보고 싶은 영화되돌릴수 없는게 너무 안타까웠던 영화",10,20200818,17071473
17071472,"극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~","짱구는 못말려 극장판이 갈수록 이상해지고 난해해진다 과거에는 정말 명작이었는데 점점 왜이렇게 되는거지..?",6,20200818,17071472
17071471,"강철비2: 정상회담","이런걸 영화라고 만들었나. 절대 보지마세요. 감독이 신천지 이상급임  그냥. 하... 진짜 ㅆ..x 차라리 7광구를보는게나음.  그냥 미국 깔라고 만들었나. 미대통령 개  빡댜갈로 나와서 영화에 집중조차안된다.아.. 이딴놈도 감독이라고 ㅂㅅ인둘",1,20200818,17071471
17071470,"다만 악에서 구하소서","2020. 8.16 보고 왔고요.  다음에 교회 때려부시는 영화 만들어 주시면 안될까요? 그러면 속이 좀 후련할 것 같은데",10,20200818,17071470
17071469,"강철비2: 정상회담","베뎃에 헌터킬러 언급한세끼 재정신으로 하는 소리냐  ㅈ나어이없내 알바세끼들진짜 ㅋㅋ 보기는했냐 헌터킬러를?",4,20200818,17071469
17071468,"다만 악에서 구하소서","뻔한 스토리. 마지막까지 예상할 수 있어서 지루했다. 영화관에서 본 게 안타까울정도",2,20200818,17071468
17071465,"어서오시게스트하우스","요즘 청년이라면 누구나 안고 있는고민을 잘 그려낸 영화이다영상도 아름답고젊은이에게 희망과 도전을~~강한 메시지가 자연스럽게 묻어나는영화 강추합니다",10,20200818,17071465
17071464,"강철비2: 정상회담","음 보기전부터 정치적인 이유로 비난을 받고 있는걸 알았는데보고나니 정치적으로 이 영화를 보는건 좀 오바 같음, 물론 감독의 전작인 변호인 같은 영화와 연계해서 생각하면 그렇게 보일 수 있다고 생각함. 근데 보는내낸 그냥 코미디 처럼 웃으면서 봤음. 본인이 이런 코미디 같은 영화를 보고 자신의 미국이나 북한에 대한 이미지가 바뀐 사람 있음?? 추가로 잠수함 전투도 긴장감 있어서 좋았음.마지막으로 빨강이 몰이당할까봐 말함 김정은 궤섹히",8,20200818,17071464
17071463,"결백","신혜선 배종욱 배우 연기가 좋았다.",8,20200818,17071463
17071462,"소년시절의 너","연기를 너무 잘해 ... 둘 다 그냥 행복해 ...",10,20200818,17071462
17071461,"울프 콜","나만 재미없었나... 오히려 똑같은 잠수함영화인 헌터킬러와 비교되는 작품.  결말은... 그닥",6,20200818,17071461
17071460,"디 워","덥다 . 더워. 디럽게 더워.디 워",5,20200818,17071460
17071459,"강철비2: 정상회담","배우 역할 캐스팅이 다 잘못된듯. 무슨 국가 원수들을 동네 아저씨 삼촌처럼 연출해놓고...가장 중요한건 영화가 재미가 없다.",2,20200818,17071459
17071458,"강철비2: 정상회담","스토리도 부자연스럽고 비현실적에다가 몰입도 안되고 무료라서 봤는데 돈내고 봤으면 바닥에 머리박을뻔",1,20200818,17071458
17071456,"82년생 김지영","악플들 보면 결국 격어보지 못 한 사람들이라 공감을 못 하는 것일 뿐 대한민국에서 흔히 있는 일임을 부정 할 수 없다.",10,20200818,17071456
17071454,"다만 악에서 구하소서","진짜 배우님들 연기로 다해먹음",10,20200818,17071454
17071453,"다만 악에서 구하소서","개연성이 좀 떨어지는 부분이 있으나, 영화 자체는 몰입감있고 재미있었다. 신파가 거의 없어 담백했다.",9,20200818,17071453
17071451,"블루 아워","잘가! 되고싶었던 또 한명의 나",10,20200818,17071451
17071450,"다만 악에서 구하소서","칼부림만 보다왔음.. 배우를 좀 더 다양한 캐릭터로 써주길 박정민은 신선했음",6,20200818,17071450
17071449,"오케이 마담","이건..뭐..감상 포인트를 추천할 수 없네..무슨 생각으로 이런 라인업으로 B급 코미디 영화를 만든건지..막 재미없진 않은데..그냥저냥....추석에 온가족이 집에서 보는 영화.",6,20200818,17071449
17071448,"타이타닉 2","으악 내눈! 안본 눈 삽니다...",1,20200818,17071448
17071447,"#살아있다","진짜...최악 왜만들었는지모르겟음 . 걍 좀비물 새로울것도 없고..스토리ㅤㅅㅞㅅ뻑... 마지막에헬기..ㅋ걍 좀비역할하시는 엑스트라분들이 쩔음",2,20200818,17071447
17071446,"강철비2: 정상회담","다들 엔딩 크레딧까지 보세요. 감독이 정말 하고 싶었던 말은 엔딩 크레딧 영상에 있습니다.",10,20200818,17071446
17071445,"피끓는 청춘","눈물주르르르륵 ㅜ 박보영의 귀여움과 이종석의 장난끼가 잘 버무려진 영화랄까 막판에 진정한 사랑은 저거구나 무릎탁치는영화",10,20200818,17071445
17071444,"강철비2: 정상회담","진짜 최악의 영화...평점 알바는 진짜 양심껏 삽시다",1,20200818,17071444
17072347,"러브 인 히말라야","감동의 여운이 남는 영화. 인도판 타이타닉을 보는 것 같음. 감동적이고 재미있었어요",10,20200819,17072347
17072346,"미래의 미라이","역시 한국인들 ㅋㅋㅋㅋ 내가 미국 교포라 교포 입장에서 말씀드리면 어느 포인트가 일본 전쟁미화 했다는 장면인지도 모르겠고 그렇게 특출난 전쟁씬도 없다. 피해망상이냐? 그리고 좀 지루한거 빼면 영상미랑 연출은 좋았음.",8,20200819,17072346
17072345,"강철비2: 정상회담","배우 각각의 연기는 인정한다.하지만 정치적 얘기와 함께뭔가 선동하는 듯한 좋지못한 의미를 담은듯.세력다툼을 자초하는 그런 영화인듯.강철비 1은 재미적인 포인트가 종종 있었지만이건 솔~직히 까놓고 말해서 선동영화라몹시 느껴진다고 매우 보인다.대한민국 드디어 말세에 돌입한거 같아몸시 마음아프고 화나고...내용과 본질에 관해 좀 좋은영화가 만들어졌음.지금 이영화 만든감독 민주당 지지자인가 싶을정도.",4,20200819,17072345
17072344,"조작된 도시","모닝이 다 이겼다신박한 스토리 꿀잼",10,20200819,17072344
17072343,"82년생 김지영","성장통 남자 여자 둘다 아프다",6,20200819,17072343
17072342,"행복 목욕탕","다 좋은데 ?교실에서 옷을 벗어던지는건?? 당췌 이해불가한 일본감성 ㅡ이런게 문화차인가?",6,20200819,17072342
17072341,"그녀를 믿지 마세요","김하늘 강동원 그리고 모든배역이 다 딱 맞아떨어진 !! 2020그녀를믿지마세요 다시찍어주세요. 당연히 김하늘 강동원으로:-)!",10,20200819,17072341
17072340,"강철비2: 정상회담","잘봤습니다 1편도보세요",10,20200819,17072340
17072339,"결혼은 미친 짓이다","34살의 지금. 이 영화를 보고 계속 눈물이 났다. 이런적은 또 처음이다. 이런 류의 영화를 보고 눈물이 나다니.. 끝끝내 잡지 않는 감우성이 이기적이게 느껴지다가도 이해됐고, 계속 잡아주길 기다리는 엄정화가 마음 아팠다. 현실은 왜 아픈걸까. 사랑만으로는 결혼할 수 없는 현실이 아프다.",10,20200819,17072339
17072338,"자칼이 온다","그녀를 믿지마세요 같은영화 기다리고있어요",6,20200819,17072338
17072336,"강철비2: 정상회담","깃털처럼 가벼운 영화의 홍수속 묵직한 한방을 느끼게 하는영화",10,20200819,17072336
17072335,"강철비2: 정상회담","정우성 대사에 이런게 있습니다.  이참에 빨갱이는 올라가서 다시 돌아오지마라 라고 청와대 청원에 올라왔다면서요?  참.... 현 정권이 들어서고 지금까지 북한한테 빌빌거리기만해서 뭐 얻은게있다고 이런 영화를 찍습니까 안쪽팔려요?",1,20200819,17072335
17072334,"봉오동 전투","생각보다 잘만든 굉장히 재밌고 의미있는 영화일본 쓰레기원숭이들 때려잡는 쾌감이 있네요",10,20200819,17072334
17072333,"다만 악에서 구하소서","진짜 다른건 기억안나도 박정민이 그렇게 기억에 남네요..와우",10,20200819,17072333
17072331,"남자가 사랑할 때","방구소리에.. 정말 오열했다.. 다시봐도 슬픈사랑",10,20200819,17072331
17072329,"바람난 가족","질퍽하게 섹스하는 황정민이 보고 싶을 때는 이 영화. 후....",8,20200819,17072329
17072328,"아메리칸 스나이퍼","실회라서 더 감동적인 영화",10,20200819,17072328
17072327,"사자","리얼보다 약간 말이 되는 정도.. 안성기 배우의 지친 목소리는 일품.. 2편 나올 떡밥 깔지 마라.. 하고 보는데 뭐????!! 사아제에에????",4,20200819,17072327
17072324,"연인","미성년자와의밀회사랑 그런나이격차에대한 편견이나 프레임을 가지고영화를 봤는데  보고난후 모든게해제 되버렸다고 설명해야하나가장 인상 깊고 좋았던건10대소녀 30대 성인어른남자 와의얘기라 꽤 칙칙함이있을지 알았는데양가휘의 눈빛 분위기 연기 탓일까이둘 사이의 장치들 이있어도 순수함이 언뜻언뜻 보였고 30대남성이 소녀앞에서 어른스러워보이려하지도 그냥 사랑 앞에 솔직하고  거침없고작아지기도하고 두려워지는솔직한 모습이라 더 와닿았고 좀더슬펐다 해야할까 인종 나이의 장애도있지만그런 사랑들을 다이해하고 받아들이기엔소녀에겐 경험도적고 판단력도 받는사랑의 깊이도 몰랐을테니  결말때나 시간이 흐른후 더깊게 박혔을지도두번봤을때 또 그다음 시간이흐른후다시또 봤을때 느껴지는 느낌이 다를것같은영화일것같은 영화",10,20200819,17072324
17072323,"강철비2: 정상회담","영화 20분보고 왜망했는지 알겠다이거코메디 영화지? 너무콩트로간거아니냐",2,20200819,17072323
17072322,"클로이","감정선이 너무좋다...",10,20200819,17072322
17072320,"흔들리는 물결","오랜만에 가슴이 울리는 영화 한편 잘 보았습니다 ㅎ",10,20200819,17072320
17072318,"다만 악에서 구하소서","진짜 몰입도 장난아님 개재밌음 꼭보세요 그냥 최고최고",10,20200819,17072318
17072317,"다만 악에서 구하소서","잔인하지만 시간 때우기엔 적당한듯",10,20200819,17072317
17072316,"오케이 마담","생각없이 재밋게 웃을수있는영화",8,20200819,17072316
17072314,"다만 악에서 구하소서","뻔한 스토리 뻔한 클리셰 그 모든걸 차치하더라도 황정민 이정재라는 두 배우가 있기에 실감나고 스릴 넘치게 볼 수 있었다 액션도 시원시원하고 한국적 감성이 더해져서 개인적으로 테이큰보다 나은 것 같다",9,20200819,17072314
17072313,"오케이 마담","호불호가 조금 갈리는 거 같기는 함..근데 난 재밌었음 약간 액션인데 힐링영화??느낌",10,20200819,17072313
17072312,"항거:유관순 이야기","너무 아픈영화입니다..가슴이 너무아프네요..",10,20200819,17072312
17072311,"히트맨","아 ㅋ 평점 낚였다고 생각했는데 막판 하극상때 개뿜음 ㅋ 감독 센스가 좋아요",10,20200819,17072311
17072309,"정직한 후보","넷플릭스로 봤는데 간만에 엄청 웃었네요재미있어요",10,20200819,17072309
17072308,"강철비2: 정상회담","영화를보면서 느낀점 한국대통령은 아무힘도없고 이쪽저쪽 눈치만보면서  힘없이 끌려다니면서  자기밥그릇은챙겨야겠고    솔직히  감독이 북한사람아니면 이런영화 만들수가없다고봄",2,20200819,17072308
