"MIDX","MTITLE","MCONTENT","MPOINT","MDATE","MUSER"
17068502,"걸캅스","댓글알바 너무하네.. 최악입니다... 너무 뻔한 스토리와 결말 아무리 코미디라도 이건 좀 아니네요",1,20200817,17068502
17068501,"너를 만난 여름","남주가 넘우잘생겨써ㅜㅜ",10,20200817,17068501
17068500,"나의 소녀시대","다시 봐도 너무너무 아련하고 좋았어요ㅠㅠㅠ왕대륙 짱",10,20200817,17068500
17068498,"강철비2: 정상회담","미국 대통령은 트럼프 패러디 했다는게 느껴지고 정우성은 누가봐도 문재인 대통령임.실제 트럼프는 정상회담 때 영화랑 똑같을 것 같음.(무개념, 천방지축,x또라이...)재미+잠수함 액션도 기가막힘...",9,20200817,17068498
17068497,"오케이 마담","감동.. 보다는 재미.. 있는 코메디 영화입니다.  재미있게 보고 나왔습니다.",9,20200817,17068497
17068496,"다만 악에서 구하소서","배우들 연기력은 말할거도 없고 이정재 패션센스 멋짐!",8,20200817,17068496
17068495,"다만 악에서 구하소서","스토리 보려고 고른영화 아니잖아요?액션 연기 너무 좋았어요..시원시원하네요..박정민 배우님 최고네요~^^",10,20200817,17068495
17068494,"다만 악에서 구하소서","다 좋은데 너무 영화 아저씨랑 스토리가 비슷함... 아저씨랑 비교하면 스토리 액션 다 떨어짐 ㅇㅇ",8,20200817,17068494
17068493,"강철비2: 정상회담","졸작 쓰레기 영화",2,20200817,17068493
17068492,"팬데믹","강한 정신은 강한 신체에서 나온다",2,20200817,17068492
17068491,"마담 싸이코","진부한 스토리에 잠오는 피아노 연주",6,20200817,17068491
17068489,"인어 공주","부모님들께도 나와 같은 시절이 있었다는거.. 세월과 인생에 대해서 생각하게 만드는 최고의 영화",10,20200817,17068489
17068488,"다만 악에서 구하소서","햄찌개가아니라 사골부대찌개를 끓여서 정말 맛나게 봤음.연기 전부 미침. 빠지는 사람이 없고, 영상미는 진짜 구도죽임.",10,20200817,17068488
17068487,"위대한 개츠비","난 디카프리오에 나온 모든 영화를 봤다 그 중 래버넌트가 그의 연기의 최고점을 찍은줄 알았지만 난 위대한 개츠비에서 디카프리오의 연기에 대한 진실성 및 진정성을 봄 영화 보는 내내 디카프리오 연기에 그냥 감탄함",10,20200817,17068487
17068486,"반도","영상미는 좋고 지루하지 않게 잘 봤습니다, 영화라는 시간의 제한성 때문에 스토리에서는 한계가 느껴졌습니다,",7,20200817,17068486
17068485,"결백","그닥 별루네요 참고 나중에 볼걸",4,20200817,17068485
17068484,"정도","기대안했는데  재밌어요~",10,20200817,17068484
17068483,"다만 악에서 구하소서","황정민의 연기. 이정재의 카리스마. 박정민의 색다름. 그리고 액션을 위한 영화.",8,20200817,17068483
17068482,"82년생 김지영","정말 공유같은 남편만 있다면 치유가능",10,20200817,17068482
17068481,"반도","액션오락영화 말도 안되는 연출",1,20200817,17068481
17068480,"소년시절의 너","마지막에 뒤에서 따라올 때 그 안도감이란,,,",8,20200817,17068480
17068479,"미드웨이","급강하 장면스펙타클 최고임 ㅋㅋ 넷플릭스 다큐 10대 사건으로 보는 2차 세계대전 미드웨이편 보고보면 더 잼납니다. ㅋㅋ",10,20200817,17068479
17068478,"오케이 마담","가족들이랑 소소하게 볼수있는영화 ㅠㅠㅠ기대안했는데 ㅋㅋ ㅋ다들 왜이렇게 연기가 진짜같지...?",10,20200817,17068478
17068477,"다만 악에서 구하소서","또 보고싶은 영화 진짜 겁나 재밌음",10,20200817,17068477
17068476,"강철비2: 정상회담","시대적 상황과 남북미의 여러 관계들을 이해할 수 있다면 재미있게 볼 수 있습니다",7,20200817,17068476
17068475,"결백","총체적 난국스런 졸작",2,20200817,17068475
17068474,"강철비2: 정상회담","재밌네요. 잠수함이 이렇게 날쎄다니~~~",10,20200817,17068474
17068473,"다만 악에서 구하소서","진짜 최고 올해 최고의 영화 벌써 3번이나 봤어요 박정민 사랑해",10,20200817,17068473
17068471,"오케이 마담","코믹액션 그리고 반전에 반전...재미 하나만  보기에는 딱....!!!!",10,20200817,17068471
17068470,"강철비2: 정상회담","근래 가장 재미있게 본 영화입니다.시간가는줄 모르고 시청했습니다.마지막 순간까지도 긴장되었습니다 ㅎ많은 분들이 봤으면 하네요 ㅎ",10,20200817,17068470
17068469,"너를 만난 여름","아주 재밌네요..아련한 학창시절을 추억하게 만드는 영화..여주 정말 귀엽다...남주도 멋있고....",10,20200817,17068469
17068468,"다만 악에서 구하소서","애매하다..애매해...",6,20200817,17068468
17068467,"너를 만난 여름","그 시절 치열하게 사랑하고, 살아왔던 청춘들의 기록.",8,20200817,17068467
17068466,"다만 악에서 구하소서","연기는 놀랍도록 잘하셨어요 근데 너무 잔인한 장면들이 계속 연속적으로 나와서 보기 불편했습니다",2,20200817,17068466
17068465,"강철비2: 정상회담","완전 잼있습니다. 잠수함 전투씬은 역대급이구요. 감상평이 나쁘길래 안보려고 했는데 보길 잘 한것 같습니다. 솔직이 어느부분이 그렇게 기대이하인지 이해하기 어려울 정도로 훌륭했습니다. 국제사회에서 어렵고 힘든 한국의 역할을 짚어주고 보여준 영화라고 생각합니다.",10,20200817,17068465
17068464,"다만 악에서 구하소서","시간 진짜 빨리가더라,,, 이정재 삼발이 차에서 샷건 등장씬은 진심 무슨 게임인줄 알았음... 개간지",10,20200817,17068464
17068462,"다만 악에서 구하소서","연기는 진짜 너무 좋은데 스토리가 없어요",3,20200817,17068462
17068461,"강철비2: 정상회담","진심최악의 영화...김정은 김정은을 위하고 미국을 적대시하는 한심한영화 좀 심리도 제대로 파고들어가서 하던지...중국서 만든영화인지 북한서 만든영화인지 헷갈리는 최~~~악의 영화",1,20200817,17068461
17068460,"반도","정말 너무 재밌었는데 왜 평점이 낮은지이해가 안 갑니다 ...연기도 최고였고 스토리까지 너무 재밌었는데",10,20200817,17068460
17068459,"8월의 크리스마스","평생 다시는 나올 수 없는 감성.. 한석규(정원) 같은 사람이 되고싶다.. 몇번을 보고 또봐도  또 생각나고 조금이라도 틀어 보게되는 영화다..",10,20200817,17068459
17068458,"오케이 마담","가족들이랑 보기 좋은 영화네요ㅋㅋㅋ 빵터지지는 않았지만 계속 피식거렸어요",7,20200817,17068458
17068457,"고스트 쉽","흥미로운 배경설정과 거기에 걸맞는 각본. 90분 증발",8,20200817,17068457
17068456,"마더","봉준호감독은 마더입니다",10,20200817,17068456
17068455,"오케이 마담","짱구는못말려 극장판의 실사화",8,20200817,17068455
17068454,"고백","장르는 드라마인데 청불? 귀신이 나오는것도 아니고 그렇다고 엄청 잔인한 장면이 나오는 것도 아닌데 뒤로갈수록 다른의미로 무섭고 여운이 짙은 영화. 잘 봤다. 원작도 읽어보고싶다.",10,20200817,17068454
17068453,"강철비2: 정상회담","실현 가능성이 낮은 수준의 긍정적 판타지와 평소 보기 힘든 방식의 액션 신들이 흥미롭다. 다만 영화적 판타지에 감정이입을 진하게 하시는 순수한 분들이라면, 불편할 수도 있을 것이다.",8,20200817,17068453
17068452,"다만 악에서 구하소서","레이 아셈? 이 세상 간지가 아님. 이정재는 어떻게 악역인데도 멋있냐ㅋㅋㅋ 배우들 이름보고 바로 예매했는데 역시나 말이 필요없다. 한 번 더 봐야지.",10,20200817,17068452
17068450,"프로젝트 파워","랩할 때 보는 내가 민망하냐...",6,20200817,17068450
17068449,"오케이 마담","오랜만에 본 역대급 망작영화네요.. 개연성도 없고 재미도 없고, 감동도 없고 그냥 무슨 영화를 만들고 싶었던건지 이해할수가 없습니다. 배우들의 열연이 민망해지는 그런 영화였습니다.",2,20200817,17068449
17068448,"인터스텔라","이건 미친 영화임 명작이라는 말로도 부족함",10,20200817,17068448
17068447,"올드 가드","2편 보구싶어요",8,20200817,17068447
17068445,"프로젝트 파워","전형적인 넷플릭스 영화다....다들 한결같이 뭐 있는듯 한방 보여주고 뒤로는 지루해서 사람 미치게함.. 반성좀 하자. 유명 감독님 좀 섭외해봐;; 진짜 이렇게 지루할 수가 없네",4,20200817,17068445
17068446,"다만 악에서 구하소서","기대가 커서 그런지 너무 실망스럽네요.딱 킬링타임용이에요.",7,20200817,17068446
17068444,"가려진 시간","차근 본 영화중에 여운이 남는영화다. 여운이 남으니 이런 감상평도 쓰지않는가? 소재가 괜찮고 영상미 이쁜.. 나쁘지않았다..",7,20200817,17068444
17068443,"추억은 방울방울","애니 여성도 죽빵여시 트위터로 만들어버리는 그 감수성이란..",10,20200817,17068443
17068441,"프로젝트 파워","기대했던 배우들인데 많이 아쉽다..킬링타임으로 만 추천.",5,20200817,17068441
17068440,"인비저블맨","투명인간이 될 수 있는데 왜 여자 하나에 집착하는지? 투명 소시오패스가 범죄를 저지른다 가정하면 못할짓이 없을텐데...심히 안타까웠음.  영화는 알고봤는데도 무서웠음ㅜㅜ",8,20200817,17068440
17068438,"반교: 디텐션","ajajajsadljuwjknvlkwesd",6,20200817,17068438
17068437,"백만장자의 첫사랑","가끔은 유치한 영화가 땡길때가 있다. . . 알고 봐도 눈물나는 그런영화다 영상미 배우들도 모두 이쁜 그런영화다..",8,20200817,17068437
17068436,"노잉","혹시나했더니 재미ㅤㅇㅡㅄ다",6,20200817,17068436
17068434,"투모로우","역시 투모로우 캬 중독됨 이런 빙하기가 오면 어떻게 돌ㅤㄲㅏㅋㅋㅋ ㅋ 컨셉 지렷ㅤㄱㅗㅋ ㅋ 다음부터 2012안보고 투모로우만 볼겡용 바이 2012",10,20200817,17068434
17068433,"정직한 후보","배우들 연기 너무 잘하고 재밌었음",10,20200817,17068433
17068432,"다만 악에서 구하소서","재미있어요 ㅋ 한국액션에서 보기 힘든 마지막 시퀀스까지~",10,20200817,17068432
17068431,"오케이 마담","생각없이 웃을 수 있는 영화였어요!",10,20200817,17068431
17068430,"다만 악에서 구하소서","박정민 프로필보고 영화에 나왔었나? 했는데 10초동안 보다가 이해함 ㅋㅋ",10,20200817,17068430
17068429,"다만 악에서 구하소서","잔인하고 개연성이 없으며 통쾌하지도 않음. 19세이상 관람가가 되어야 한다고 생각함.",2,20200817,17068429
17068428,"언노운 걸","아델 에넬... 역시 연기 최고. 성매매 산업에 대해, 여성으로서 삶의 매 순간에서 느낄 수 있는 불안과 공포 그 취약함에 대해 피부로 느낄 수 있었다.",10,20200817,17068428
17068427,"오케이 마담","재밌어요!!!엄정화 짱 박성웅 짱",10,20200817,17068427
17068426,"오케이 마담","진짜..살다살다 주차비가 아까운 영화는 처음이네요..영화를 무척이나 좋아해서 최대한 영화는 많이 보는 편인데..너무하셨어요..",1,20200817,17068426
17068425,"카운트다운","전도연이한테 너무 화가난다. 그리고 영화가 슬프다.",10,20200817,17068425
17068424,"다만 악에서 구하소서","킬링타임 액션영화로 굳~~!연기구멍 1도 없고,황정민 아재 캐릭 너무 섹시하고 멋졌음!",9,20200817,17068424
17068423,"오케이 마담","정말 가볍게 보기 좋은 영화지만 배우들의 연기럭에 너무나 감동했어요 ㅎㅎㅎ 반전에 반전이 있는 영화!! 저는 완전 추천 합니다 ! ㅎㅎ 간만에 크게 웃었네요",10,20200817,17068423
17068422,"오케이 마담","어느정도도 재미없는 문제작시간 낭비하지말고 코로나 조심하세요!",1,20200817,17068422
17068421,"오케이 마담","처음부터 촉이 딱재미없겟구나 하면서 졸리던데액션신 나올때 이제 재밌어지려나?햇더니 액션신잠깐 나오고 하...이건머지??? 뻔한스토리 재미1도없음..박성웅은 제발 입좀가만히있었으면햇고 돈 개 아까운영화...",2,20200817,17068421
17068420,"오직 그대만","2년이 지나도 댕댕이의 주인 사랑은 변함없다",10,20200817,17068420
17068419,"오케이 마담","최악이었습니다.너무 과장된 배우 연기가 개그 콘서트를 보는 것처럼 부담스러웠어요. 억지로 짜낸 코미디와 감동 요소가  중간 중간 섞여서 몰입을 방해했어요.영양가 없는 반전들이 있지만 긴장감은 전무했습니다.",1,20200817,17068419
17068418,"다만 악에서 구하소서","믿고 보는 배우들이라 봤는데 진짜 한없이 잔인하기만하고...칼로 쑤시고 총으로 머리 터뜨리고 신세계같은 영화 생각하고 가면 대실망하고 나옴.딱히 스토리도 없고 여운도 안 남음. 그냥 잔인하고 징그러웠다는 것만 남음",3,20200817,17068418
17068417,"다만 악에서 구하소서","연기 굿 / 내용 쏘쏘.. 아저씨2 느낌!",6,20200817,17068417
17068416,"타짜: 원 아이드 잭","평점보다는 훨씬 재미있던데 생각 보다 낮네 타짜1이 명작이라 너무 기대치가 올라간거같음 킬링타임용으로는 충분함",8,20200817,17068416
17068415,"다만 악에서 구하소서","연기보다는 액션이 진짜 최고임, 그리고 연기는 다들 잘했지만 아기가 제일 눈에 띔.",8,20200817,17068415
17068414,"다만 악에서 구하소서","재밌었어용 ! ! 연기가 진ㅉ ㅏ,, 최고체고",10,20200817,17068414
17068413,"오케이 마담","아.. 좀 연기가 어색하고 장면은 유치하고..주연들의 코믹보다 조연들 쪽에서 오히려 웃겨주고 어색한 cg에.. 난 추천 안함",6,20200817,17068413
17068412,"다만 악에서 구하소서","연기 황정민에서 아역배우까지 다들 뛰어나고 액션 너무긴장감넘치고 무서워서 심장이 쫄깃해지는 느낌이엿어요",10,20200817,17068412
17068411,"올드 가드","이걸 수작이라고 하는 사람들은... 도대체 평소에 뭔영화를 보고다니는거임. 아동용 애니메이션 보고 폭풍오열하는 분들인가...",6,20200817,17068411
17068410,"다만 악에서 구하소서","전 너무 재밋게ㅤㅂㅘㅅ서요.. 황정민 이정재 연기는 뭐 두말할거 없이 완벽하구요..박정민이 진짜 최고엿어여 정말..ㅋ진짜 몰입도 짱..!! 강추합니다",8,20200817,17068410
17068409,"오케이 마담","지루하지 않도록 반전요소를 넣은건 괜찮았지만 약간 억지스러운 면이 있었고, 웃음 유발하는 장면들이 시청률 낮은 개콘 보는듯해 되려 불편했다.",6,20200817,17068409
17068408,"오케이 마담","지금보는중인데한숨만..앞에아저씨주무시네..",2,20200817,17068408
17068407,"오케이 마담","뻔히 다 보인다했는데 그게 아니었음 반전 엄청나고 김남길 킬포였고 영화 제작 자체가 다른 영화들이랑은 많이 다름 색다른 느낌?! 꼭 보시길 킬포포포인트는 비밀 ㅎㅎ",10,20200817,17068407
17068406,"너를 만난 여름","내용이 개연성이 없긴한데 뭉클하네옛날 생각나는거보니 나이들었나보다",8,20200817,17068406
17068405,"사자","배우 구성에 비해 스토리가 아쉽..",2,20200817,17068405
17068403,"강철비2: 정상회담","와...너무 잼있음 보다가 화가 나서 미쳐버릴뻔제발 밑에 알바들아 작업좀 하지마 벌받어...",1,20200817,17068403
17068402,"사라진 시간","괜히봐서 내소중한 시간이 사라졌다",2,20200817,17068402
17068401,"오케이 마담","리뷰 보니깐 재미 없는거 같아서 고민하다가 걍 봤는데 엄청 재밌던데요.. ?짱 재밌어요 극추 (광고아님)",10,20200817,17068401
17068400,"너를 만난 여름","나의소녀시대도 재밌게 봤는데 이영화도 감동도 있고 재밌네요",8,20200817,17068400
17068399,"백두산","이병헌님 연기는 좋왔지만 스토리는 별류..",4,20200817,17068399
17068398,"다만 악에서 구하소서","오랜만에 볼만한 영화  진부한 소재를 진부하지 않게함",10,20200817,17068398
17068396,"스타트렉 비욘드","갠적으로 sf 영화중에 최고봉같음.",10,20200817,17068396
17068397,"다만 악에서 구하소서","다들 이게 진지하게 재밌던건가 싶다.그저 배우들의 연기력 뿐인 영화라고 생각한다.스토리는 어디 옆집주고 과정은 가위로 잘라놓고느작없는 액션뿐이였다고 생각든다. 그저 목에 칼침놓고 머리에 총쏘는게 끝인 액션.진지하게 영화가 재밌던건지 배우들의 연기가 좋았던건지 나눠생각하길물론 영화 평자체에선 배우의 연기력이 포함되는건 맞지만 이건 그저 그것뿐인 영화인거같다.",2,20200817,17068397
17068395,"지푸라기라도 잡고 싶은 짐승들","움을함...평택 화성시",8,20200817,17068395
17068394,"그린 북","흑인 불평등의 역사뿐만이 아니라 전시대에 투영될수 있는 스토리였다.",9,20200817,17068394
17068393,"피고인","너가 OO라는 소리는 아니야 하지만 OO처럼 행동하고 있어",1,20200817,17068393
17068392,"오케이 마담","정말 정말 유치하다 웃음포인트가 어딘지",1,20200817,17068392
17068390,"콘돌","지금은 볼 수 없는 영화 .구할수 있다면 다시 보고싶은 첩보영화.  유xx에서 찾을 수없어 그저 ost만 들을 수 있는 영화. 추운 가을이 그리운 첩보영화",9,20200817,17068390
17068389,"인셉션","저도 아직.완전 이해가 안가서 다시 보고픈영화에요",9,20200817,17068389
17068388,"#살아있다","내가 저 곳에 있다 나라면... 이란 생각으로 봤더니 나름 재밌었다. 그리고 박신혜는 역시 여신이다",10,20200817,17068388
17068387,"다만 악에서 구하소서","연출과 연기가 대박이였습니다 ,,",10,20200817,17068387
17068386,"프로젝트 파워","토끼와 여우 데리고 만든 검둥이 판타지 PC 영화",1,20200817,17068386
17068385,"다만 악에서 구하소서","진ㅉㅏ 꼭 보세요 꼭!!!!",10,20200817,17068385
17068384,"어서오시게스트하우스","마지막에 진짜 빵터짐. 글구 이학주 배우님 개그연기도 잘하시네요*^^*",9,20200817,17068384
17068382,"너를 만난 여름","뻔하다면 뻔한 이야기일테고 또 그런모양새징만 젊은배우들이 연기가 참 좋음 ㅇㅇ",10,20200817,17068382
17068381,"오케이 마담","킬링타임용입니다. 반전은 있었지만 인질극이라는 상황설정에서 긴장감은 너무 없었고 잠깐잠깐 나오는 웃음포인트 덕에 끝까지 보고 나왔네요. 배정남, 엄정화의 다른 모습은 볼 수 있었지만 박성웅이 이 역할에 어울렸었는지는 지금 생각해봐도 의문. 돈 10,000원씩 내고 보긴 아깝구요. 할인받아 보거나 여자친구랑 할거 없을 때 보세요. 오글거리거나 어거지 설정으로 나갈까 몇번 고민했었습니다.",6,20200817,17068381
17068380,"미녀와 야수","멋있는오페라 본  느낌이구요찻잔들의  노래가  참신하네요",8,20200817,17068380
17068379,"열혈형사","인권씨 팬인데.. 도저히 못보겠어서 껏네요. 인권님 대체 왜 이런 영화를ㅜ 재능낭비..",1,20200817,17068379
17068378,"반도","갑자기 인천-서울 에서 진행되는 영화..부산행에서 이어졌으면 좋았을텐데 너무 아쉬움그래도 연출.액션은 좋음한번은 볼만한데 두번은 아님...",6,20200817,17068378
17068377,"비밀은 없다","내용은 그렇다쳐도연출을 너무 이상하게 했네요~편집을  좀만 잘했어도 재미났을듯",5,20200817,17068377
17068376,"오케이 마담","완전 b급도아닌 d급... 보는내내 한숨만 나왔습니다.",2,20200817,17068376
17068375,"반교: 디텐션","보지마라. 공포영화 기대하고 보는거면",2,20200817,17068375
17068374,"82년생 김지영","나는남자인데마치내인생과닮아잇다는느낌과감동을받앗다정말수작인거같다",10,20200817,17068374
17068372,"다만 악에서 구하소서","인생 최악의 영화 연기도 이름값에비해 실망스러움",1,20200817,17068372
17068371,"천문: 하늘에 묻는다","뛰어난 재주가 있어도 이를 펼치기 힘든 나라였다. 자신의 노력과 재능만큼 평가받는 세상",10,20200817,17068371
17068370,"어거스트 러쉬","나를 찬송하게 하려 함이니라(이사야 43장 21절)",10,20200817,17068370
17068369,"타짜: 원 아이드 잭","so so . .  볼만함근데 여기 평점이 너무 낮아서 10점 줌한 8점정도가 적절",10,20200817,17068369
17068368,"강철비2: 정상회담","잠수함 액션은 정말 볼만함!!!.",10,20200817,17068368
17068367,"다만 악에서 구하소서","완전~~재미났음~~이정재 눈빛 말투~~황정민의 부성애~~ 박정민의~~~변신~~볼만합니다",10,20200817,17068367
17068366,"다만 악에서 구하소서","최고입니다 본시리즈같은 한국판영화",10,20200817,17068366
17068365,"강철비2: 정상회담","넘 잼나게 잘 봤어요^^",10,20200817,17068365
17068364,"제보자","역시 박해일, 더러운 언논플레잉",10,20200817,17068364
17068361,"다만 악에서 구하소서","차라리 이정재역활을 빼버리고 황정민이 갱단들과 싸우는 스토리로 갔으면 어땠을까? 슈퍼맨 같은 이정재 혼자 태국와서 다 쓸어버리며 ㅤㅉㅗㅈ아오는거 현실성 너무 없잔아 황정민이 딸을 구하기위해 홀로 태국에 와서 분투히하는 스토리가 훨씬 현실감있고 좋을듯  이정재는 억지설정...",7,20200817,17068361
17068360,"강철비2: 정상회담","잠수함 액션 꼭 봐야함 밀덕들!! 컴온",10,20200817,17068360
17068359,"다만 악에서 구하소서","박정민 외엔 연기가 별로였음. 이정재야 늘 억양 원툴이긴 하지만 황정민은 특히 실망스러움. 코로나 때문에 영화들 상영 미뤄지고 업계가 많이 힘들다던데 간만에 나온 수작이래서 봤더니 졸작.. 개인적으로 추천할 만한 영화라고 보기는 힘들다고 생각해서 4점. 오히려 코로나 덕을 많이 본 작품이라 생각 함. 경쟁작이 더 있었다면 빛조차 못 봤을 작품.",4,20200817,17068359
17068358,"강철비2: 정상회담","good! good!",10,20200817,17068358
17068357,"해리 포터와 마법사의 돌","해리포터 짱 ㅠㅠ 내 인생영화 안본 사람들 한번은 꼭 보셈 ㅠㅡㅠ",10,20200817,17068357
17068356,"장난스런 키스","개인적으로 너무 나도 재밌게 봤던 영화 마지막에 해피 발렌타인데이 할때 너무너무 좋았다 안본분이 없었으면 하는 영화... 제가 생각하기엔 진짜 히트 안친게 이상할 정도.. ㅋㅋㅋㅋ",10,20200817,17068356
17068355,"퍼펙트맨","한국영화의 메인 오글 포인트 다 집어넣은듯한 영화였음..ㅠㅠ 그리고 뭔가 장르가 어중간한 느낌이다. 코믹이라기엔 안 웃기고, 느와르라기엔 너무 따스하고, 신파라기엔 안 슬프고. 시한부라는 존재가 있어 삶에 대한 철학적 고찰을 넣기엔 스토리 깊이도 얕았다. 그런데도 러닝타임이 너무 길었다.... 저만한 캐스팅과 배우들 연기력을 이렇게 활용할 수 밖에 없어서 아쉽다 ㅠ",4,20200817,17068355
17068354,"은하수를 여행하는 히치하이커를 위한 안내서","SF 장르라는 탈을 쓴 철학영화",10,20200817,17068354
17068353,"잉글리쉬 페이션트","랄프 파인즈 젊을 때 모습~♡얼마전 그랜드호텔도 재밋었어요^^",10,20200817,17068353
17068352,"항거:유관순 이야기","정춘영을 미화시킨 것 빼곤 좋았다",8,20200817,17068352
17068351,"오케이 마담","코믹도 들어가고 스토리도 꽤 탄탄해서 재밌었음 갠적으로 다만악보다 백배는 재밌었다...ㅎㅎㅎ",10,20200817,17068351
17068350,"빅쇼트","다시 보고 싶은 영화나중에 아이가 생기면 보여주고 싶은 영화방탄소년단 슈가 덕분에 봤네요. 경제학부생으로서전 너무 재밌고 흥미진진하게 봤습니다.",10,20200817,17068350
17068349,"오케이 마담","재밌었어요!!! 오랜만에 깔깔 웃으면서 봤네요 힐링하고가요. :)",10,20200817,17068349
17068348,"다만 악에서 구하소서","뻔할뻔한 스토리를 미장센과 연기로 극뽁.기시감이 그렇게 나쁘지만은 않고 이정재 연기 ㅤㅊㅚㄱ오!",8,20200817,17068348
17068347,"히트맨","너무 억지야... 웃음도 억지 스토리도 억지 연기도 억지...",1,20200817,17068347
17068346,"강철비2: 정상회담","뻔한 내용이라 그저 그랬어요",6,20200817,17068346
17068345,"아워 바디","부장만 좋은거냐?",3,20200817,17068345
17068344,"오케이 마담","기대도안했지만 역대급 OOO기 영화",1,20200817,17068344
17068343,"#살아있다","겁나 재미없었을것 같으면서 재미있지않으면서 재미있을것 같은 그런 재미없는것이였다  좀비가 좀 이상하다 이상하 내친구  이상하 겁나 이상함 쿠쿠쿠쿠 진짜 1만원주고 본 내가 웃기네 쿠쿠루삥뽕",1,20200817,17068343
17068342,"강철비2: 정상회담","재밌당 정말... 다 같이 봤으면 좋겠다",10,20200817,17068342
17068341,"오케이 마담","요즘들어 봤던 영화중에 엄청나게 웃고본영화네요~~너무재미있게 봤습니다.요즘처럼 힘든시기에 큰웃음전해주는 영화였던거같아요",10,20200817,17068341
17068340,"다만 악에서 구하소서","이정재씨 나이들수록 연기가 찐이세요. 볼만합니다.재미감동적절해요. 참치캔을 어떻게 싹싹긁어야할지 이정재의 칼놀림에서 알게됩니다",10,20200817,17068340
17068339,"오케이 마담","아... 연기를.. 다들 .. 왜그럴실까...정말... 한숨",4,20200817,17068339
17068338,"엘 시크레토: 비밀의 눈동자","TeAmo",10,20200817,17068338
17068337,"너를 만난 여름","나의 소녀시대 이후로 내 마음을 흔든 영화꼭 보세요 후회안함",10,20200817,17068337
17068336,"세 얼간이","내인생작... 알이즈월!!",10,20200817,17068336
17068335,"키싱 부스 2","노아는진리 ㅠㅠ 노아시리즈10까지함께해서 결혼하고 끝나자 ㅠㅠ",10,20200817,17068335
17068334,"굿모닝 프레지던트","현시국 대변하나 대통령이 어떤자린지....",8,20200817,17068334
17068333,"판도라","재밌게 잘봤습니다 배우분들 모두 명품 연기이시고 마지막에 너무 슬펐어요 진짜 ㅠㅠㅠ",10,20200817,17068333
17068332,"모털 엔진","개 씹 똥망작 스토리, 개연성 존나 이상하고 남주를 죽이고 싶은 건 처음",1,20200817,17068332
17068331,"다만 악에서 구하소서","간만에 가볍게 재밌는 영화 잘봤어용",10,20200817,17068331
17068329,"인셉션","꿈 속의 꿈 속의 꿈. 인간의 상상력이 이렇게까지 닿을 수 있다는 게 참 대단하다. 이걸 당시 영화관에서 봤던 것도 행운인듯. 중간에 1배속으로 같이 돌아가는 무중력 액션과 한 3분 이상 떨어지는 20배수 무시 마법의 승합차는 연출을 위한 옥의 티.",10,20200817,17068329
17068328,"오케이 마담","와 정말 너무 재밌었어요 ㅠㅠ여러분 꼭 보세요올해 본영화중에 최곱니다",10,20200817,17068328
17068327,"파인딩 포레스터","모처럼 명화를 발견했어요. 어른다움과 우정이 묵직하고 잔잔하게 펼쳐집니다. 숀코넬리의 따뜻한 눈빛, 자전거 타고 자말에게 달려가는 장면도 멋졌어요.^^",10,20200817,17068327
17068326,"다만 악에서 구하소서","다만 악에서 구하소서 보단 ""애기 구하기"" 가 맞을듯....그리고 박정민 저 좋은 배우를 저딴식으로 소모하네....보고나면 남는게 없는 영화...그렇다고 액션이 막 멋지고 화려한것도 아니고 그렇게 재밌지도 않음...웃으라고 개그치는데 그것마저 노잼임...황정민 연기는 어찌그리 다 똑같은지...빨리 헐리웃 영화 들어왔으면 좋겠다...반도랑 한국영화 이딴것들이 300만 넘는게 어이없다 진짜...",5,20200817,17068326
17068325,"강철비2: 정상회담","잠수함....대단합니다 놀라움",10,20200817,17068325
17068324,"반도","분노의 질주 한국판을 보고 온 것 같음 좀비씬보다 운전씬이 더 많아요 ㅋㅋ;;",6,20200817,17068324
17068323,"프린세스 다이어리 2","너무 재밌어요 ㅠㅠㅠㅠ 여주랑 여왕은 제가 아는 배우라 너무 반가웠고(?) 앤드류,나콜라스 너무 잘생겨서 눈호강하면서 봤네요.ㅎㅎ",10,20200817,17068323
17068322,"아미티빌 호러","15세 관람인데 은근 잔인한 거 많이 나옴.",3,20200817,17068322
17068321,"다만 악에서 구하소서","너무나도 스토리가 신선하고 배우들의 연기 또한 역시 기대를 저버리지않네요",10,20200817,17068321
17068320,"82년생 김지영","조금이라도 공감해보려고 봤는데 보다 껐다. 전혀 공감안되는 이상한 영화의 이상한 여주. 눈치는 남편리 보는듯. 공유가 먼저 우울증 걸릴듯",2,20200817,17068320
17068319,"미스터 주: 사라진 VIP","극장에서 보지 않은걸 위안 삼습니다.헛웃음은 보장합니다.",1,20200817,17068319
17068318,"#살아있다","Tlqkf 최고의 연출이었어",1,20200817,17068318
17068317,"다만 악에서 구하소서","걍 볼만함 그이상없음 ㅎ ㅎ ㅎ",10,20200817,17068317
17068315,"다만 악에서 구하소서","뻔한 스토리같았지만,영상미가 너무 좋았고연기는 말할 것도 없었어요.",10,20200817,17068315
17068314,"다만 악에서 구하소서","수류탄?환불해 줘라이건 진짜 아니지",2,20200817,17068314
17068313,"구니스","재미있어요ㅎㅎ꼭 보세요",10,20200817,17068313
17068312,"굿모닝 프레지던트","장동건멋지고 이순재 고두심선생님들  연기업",8,20200817,17068312
17068311,"터널","이거 완전 재밌게 봄. ㅇㅇ",10,20200817,17068311
